"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.85854963,-0.100685328,-0.167439595,-0.116371349
4.86850763,-0.0468979999,-0.118520252,-0.0998957008
4.87846463,-0.0200786367,-0.076137647,-0.0907573327
4.88842263,-0.0101240072,-0.0434089936,-0.0911751837
4.89837963,-0.00456785364,-0.0299384575,-0.0949371681
4.90833763,-0.00520701241,-0.0262710191,-0.0939214379
4.91829563,-0.00992080756,-0.0159041323,-0.0923898518
4.92825263,-0.0307187643,-0.00690557668,-0.0929128975
4.93821063,-0.0580236204,0.0048850365,-0.0875325128
4.94816763,-0.0828421488,0.0221561678,-0.0695284754
4.95812563,-0.102700546,0.0284180585,-0.0485494249
4.96808363,-0.120840937,0.0426792875,-0.022782011
4.97804063,-0.130090356,0.0627528653,0.005788913
4.98799863,-0.125811189,0.0819041878,0.0262497142
4.99795563,-0.103789248,0.0949821696,0.0381330028
5.00791363,-0.0725056231,0.0933259502,0.0394893512
5.01787163,-0.0341688879,0.0757735893,0.0326069444
5.02782863,0.00446692016,0.0578409284,0.0243892297
5.03778663,0.0388387404,0.0328583494,0.0132042188
5.04774363,0.06266471,0.00715857698,0.0116153769
5.05770163,0.0735048428,0.00158245035,0.0171414353
5.06765963,0.0830123276,0.0101333279,0.0257972423
5.07761663,0.0922803953,0.0139171472,0.0408622101
5.08757463,0.0996608138,0.023834493,0.0637291744
5.09753163,0.112942263,0.0366693325,0.0882811248
5.10748963,0.127761692,0.0361145958,0.110561401
5.11744763,0.142490834,0.0282726511,0.136521354
5.12740463,0.149508536,0.0212666728,0.163470149
5.13736263,0.150486439,0.0216890499,0.191053584
5.14731963,0.147493854,0.0356434807,0.229610026
5.15727763,0.145216048,0.0585645102,0.268337965
5.16723563,0.147800907,0.0930601656,0.300421625
5.17719263,0.160985962,0.105830289,0.321668565
5.18715063,0.179914638,0.102455534,0.331872225
5.19710763,0.184728041,0.0805715397,0.335804105
5.20706563,0.186408758,0.0434862226,0.337062716
5.21702363,0.182141304,-0.0153792221,0.336791068
5.22698063,0.172971249,-0.0757325813,0.329869241
5.23693863,0.156133682,-0.124287061,0.323879004
5.24689563,0.132903457,-0.153631642,0.327510476
5.25685363,0.116365492,-0.150770605,0.330554217
5.26681163,0.105833486,-0.140755519,0.337222517
5.27676863,0.094897218,-0.119457424,0.347845584
5.28672713,0.0546499304,-0.074767448,0.373230845
5.29668413,-0.0127197895,0.00161893561,0.416440904
5.30664213,-0.0930484533,0.0764721408,0.455613315
5.31660013,-0.157749951,0.139953643,0.487008274
5.32655713,-0.181672588,0.167448908,0.506523132
5.33651513,-0.147472009,0.153321117,0.490581155
5.34647213,-0.0501635671,0.0961614177,0.434006035
5.35643013,0.0909618661,0.00976927392,0.365752935
5.36638813,0.23260875,-0.0772351325,0.309283555
