"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
43.2045239,0.36780923,-1.12303022,-8.9610479
43.2144809,0.406565369,-1.10597153,-9.13073694
43.2244389,0.415543626,-1.09759182,-9.29698432
43.2343969,0.32411505,-1.01244803,-9.42851578
43.2443549,0.239270528,-0.927753143,-9.58249287
43.2543129,0.235679226,-0.908449892,-9.76160908
43.2642709,0.320074834,-0.960224503,-9.95284594
43.2742289,0.385466467,-0.98416652,-10.0780926
43.2841859,0.441730206,-0.980126305,-10.0610339
43.2941439,0.478092144,-0.986111809,-9.90286698
43.3041019,0.480785621,-0.993144776,-9.66344681
43.3140599,0.479738158,-0.951545522,-9.32586438
43.3240179,0.455646503,-0.932092634,-8.95790551
43.3339759,0.44651861,-1.00750999,-8.68421833
43.3439339,0.451007738,-1.13963999,-8.47711989
43.3538919,0.403722255,-1.26593413,-8.31027396
43.3638489,0.301968684,-1.30618664,-8.27690478
43.3738069,0.188842656,-1.33776018,-8.34364315
43.3837649,0.14110826,-1.31950439,-8.44719237
43.3937229,0.184652803,-1.28224463,-8.62780496
43.4036809,0.195277073,-1.19740011,-8.82293239
43.4136389,0.193481422,-1.01963063,-9.02928265
43.4235969,0.212784673,-0.805648859,-9.24880101
43.4335539,0.340874461,-0.57266311,-9.664195
43.4435119,0.395043274,-0.331447292,-10.4354272
43.4534699,0.397886388,-0.0386065018,-11.3414829
43.4634279,0.538246461,0.268449861,-12.2750719
43.4733859,0.625784459,0.387112481,-13.0386726
43.4833439,0.770783297,0.243310744,-13.3856822
43.4933019,0.754921711,0.0920271263,-13.0677023
43.5032599,0.667682988,0.0164601364,-12.2993132
43.5132169,0.607678309,-0.0341173737,-11.5517237
43.5231749,0.668431176,0.0140659348,-10.7981488
43.5331329,0.675015231,0.175824184,-10.151864
43.5430909,0.548870731,0.400430228,-9.87922424
43.5530489,0.278325943,0.743848528,-10.1178962
43.5630069,-0.0395043274,1.08891284,-10.9235451
43.5729649,-0.24854806,1.29601129,-12.1412959
